PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpHid;noHelpHid;gender;age;Condition;RecordedDate
233;232;;;;;;;;;;;;;;;1;1;1;1;1;1;1;8;2;6;2;;;1;28;5;19/11/2023 07:46
234;232;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;19/11/2023 07:47
235;233;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;2;6;1;45;6;19/11/2023 07:48
236;233;0;1;1;1;0;0;0;1;1;1;;;;23;;;;;;;;;;;;;;1;41;3;19/11/2023 07:49
237;233;1;1;0;0;1;1;0;;;1;;0;1;30;;;;;;;;;;;;;;1;33;4;19/11/2023 07:49
238;233;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;19;4;19/11/2023 07:50
239;233;;;;;;;;;;;;;;;0;1;0;1;0;0;1;5;5;5;5;;;1;35;5;19/11/2023 07:51
240;233;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;20;4;19/11/2023 07:51
241;233;;;;;;;;;;;;;;;1;0;1;1;0;0;1;;;;;4;3;1;40;6;19/11/2023 07:52
242;233;1;1;1;1;0;1;0;;;0;;1;1;50;;;;;;;;;;;;;;1;29;4;19/11/2023 07:52
243;234;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;6;0;2;36;6;19/11/2023 07:53
244;234;1;0;1;1;0;1;1;0;1;0;;;;0;;;;;;;;;;;;;;1;34;3;19/11/2023 07:53
245;234;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;19/11/2023 07:54
246;234;0;1;1;0;0;1;0;;;1;;0;1;39;;;;;;;;;;;;;;2;30;4;19/11/2023 07:54
247;234;;;;;;;;;;;;;;;1;0;1;1;0;1;0;10;1;10;10;;;1;18;5;19/11/2023 07:55
248;234;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;5;5;5;;;2;31;5;19/11/2023 07:55
249;234;;;;;;;;;;;;;;;1;1;1;1;1;1;0;2;5;4;5;;;1;23;5;19/11/2023 07:55
250;234;1;1;1;0;0;1;1;;;1;;1;1;10;;;;;;;;;;;;;;1;30;4;19/11/2023 07:55
251;234;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;8;0;;;1;30;5;19/11/2023 07:55
252;235;0;1;1;0;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;30;4;19/11/2023 07:55
253;235;1;0;0;0;0;0;1;;;1;;1;1;40;;;;;;;;;;;;;;1;53;4;19/11/2023 07:56
254;235;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;5;3;2;60;6;19/11/2023 07:57
255;235;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;2;63;6;19/11/2023 07:58
256;235;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;2;45;6;19/11/2023 07:58
257;235;;;;;;;;;;;;;;;0;0;0;1;1;0;1;;;;;10;5;1;44;6;19/11/2023 07:58
258;235;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;3;2;23;6;19/11/2023 07:58
259;236;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;0;2;25;6;19/11/2023 07:59
260;236;;;;;;;;;;;;;;;1;1;0;1;1;1;0;0;0;0;0;;;2;59;5;19/11/2023 07:59
261;236;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;23;4;19/11/2023 08:00
262;236;0;0;0;0;1;0;1;1;1;1;;;;30;;;;;;;;;;;;;;2;25;3;19/11/2023 08:00
263;236;1;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;47;3;19/11/2023 08:00
264;236;;;;;;;;;;;;;;;1;1;1;1;1;0;0;8;0;5;2;;;2;24;5;19/11/2023 08:00
265;236;;;;;;;;;;;;;;;1;0;1;0;1;0;1;5;3;8;0;;;2;29;5;19/11/2023 08:02
266;237;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;4;4;2;36;6;19/11/2023 08:04
267;238;1;1;1;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;21;4;19/11/2023 08:05
268;239;1;1;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;21;4;19/11/2023 08:05
269;239;0;0;0;0;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;2;34;3;19/11/2023 08:05
270;239;;;;;;;;;;;;;;;0;1;0;0;1;1;1;8;5;6;2;;;2;41;5;19/11/2023 08:06
271;239;;;;;;;;;;;;;;;1;1;1;0;0;1;1;10;10;10;10;;;2;28;5;19/11/2023 08:06
272;240;;;;;;;;;;;;;;;1;1;1;1;0;1;1;0;0;0;0;;;1;22;5;19/11/2023 08:07
273;241;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;22;4;19/11/2023 08:08
274;241;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;0;10;8;;;2;50;5;19/11/2023 08:08
275;241;1;0;0;0;0;1;1;0;0;;1;;;50;;;;;;;;;;;;;;2;31;3;19/11/2023 08:09
276;241;0;1;1;1;1;1;1;;;;1;1;0;51;;;;;;;;;;;;;;2;31;4;19/11/2023 08:10
277;241;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;5;2;18;6;19/11/2023 08:11
278;241;0;0;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;2;30;4;19/11/2023 08:11
279;241;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;2;27;6;19/11/2023 08:13
280;242;;;;;;;;;;;;;;;0;1;0;0;0;1;1;;;;;10;10;1;40;6;19/11/2023 08:13
281;242;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;1;5;3;;;2;40;5;19/11/2023 08:14
282;242;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;2;28;6;19/11/2023 08:14
283;242;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;1;21;5;19/11/2023 08:14
284;243;;;;;;;;;;;;;;;0;1;0;0;1;1;0;8;8;8;8;;;2;43;5;19/11/2023 08:14
285;243;;;;;;;;;;;;;;;0;1;1;0;1;0;1;10;10;10;10;;;2;49;5;19/11/2023 08:15
286;243;1;1;1;0;1;0;1;0;1;1;;;;50;;;;;;;;;;;;;;1;27;3;19/11/2023 08:15
287;243;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;10;1;27;6;19/11/2023 08:16
288;243;1;1;0;1;0;1;1;;;;1;1;0;40;;;;;;;;;;;;;;2;26;4;19/11/2023 08:17
289;243;0;1;0;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;19/11/2023 08:18
290;243;;;;;;;;;;;;;;;1;1;1;0;0;1;0;0;0;0;0;;;2;27;5;19/11/2023 08:18
291;244;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;5;5;5;;;2;36;5;19/11/2023 08:18
292;244;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;38;3;19/11/2023 08:19
293;244;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;5;0;2;48;6;19/11/2023 08:19
294;244;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;0;0;0;;;1;46;5;19/11/2023 08:21
295;245;;;;;;;;;;;;;;;0;1;0;0;0;0;0;2;6;5;4;;;2;49;5;19/11/2023 08:21
296;245;;;;;;;;;;;;;;;1;1;1;1;0;0;1;5;0;5;0;;;1;23;5;19/11/2023 08:22
297;245;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;0;7;4;;;2;19;5;19/11/2023 08:22
298;246;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;0;0;1;32;6;19/11/2023 08:22
299;246;0;0;1;1;1;0;1;1;1;1;;;;40;;;;;;;;;;;;;;1;29;3;19/11/2023 08:23
300;246;0;0;0;1;0;1;1;0;1;1;;;;41;;;;;;;;;;;;;;1;24;3;19/11/2023 08:24
301;246;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;19/11/2023 08:26
302;246;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;5;5;2;31;6;19/11/2023 08:26
303;247;;;;;;;;;;;;;;;1;1;1;0;1;0;1;10;2;4;6;;;1;40;5;19/11/2023 08:27
304;247;0;0;1;0;0;1;1;1;1;1;;;;35;;;;;;;;;;;;;;2;38;3;19/11/2023 08:27
305;247;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;4;2;2;32;6;19/11/2023 08:27
306;247;;;;;;;;;;;;;;;0;1;1;0;1;0;0;4;1;4;0;;;2;22;5;19/11/2023 08:28
307;248;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;5;0;2;40;6;19/11/2023 08:28
308;248;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;10;10;3;42;6;19/11/2023 08:29
309;248;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;47;3;19/11/2023 08:29
310;248;1;1;1;1;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;32;4;19/11/2023 08:30
311;248;1;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;26;4;19/11/2023 08:30
312;249;;;;;;;;;;;;;;;1;1;1;1;1;1;0;5;5;5;5;;;2;33;5;19/11/2023 08:31
313;249;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;0;1;23;6;19/11/2023 08:31
314;249;1;0;0;1;0;1;1;1;1;1;;;;10;;;;;;;;;;;;;;2;27;3;19/11/2023 08:31
315;249;1;1;1;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;34;4;19/11/2023 08:32
316;249;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;10;1;26;6;19/11/2023 08:32
317;250;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;10;1;26;6;19/11/2023 08:33
318;250;;;;;;;;;;;;;;;0;0;1;1;1;1;1;8;6;8;0;;;2;38;5;19/11/2023 08:34
319;250;0;0;1;0;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;2;42;4;19/11/2023 08:34
320;250;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;32;3;19/11/2023 08:34
321;250;0;1;0;0;0;1;1;;;1;;1;1;11;;;;;;;;;;;;;;2;61;4;19/11/2023 08:34
322;251;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;5;0;2;32;6;19/11/2023 08:35
323;251;;;;;;;;;;;;;;;0;0;0;1;1;0;0;;;;;10;10;2;51;6;19/11/2023 08:36
324;251;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;0;5;0;;;2;23;5;19/11/2023 08:36
325;251;0;1;0;0;0;0;0;0;1;1;;;;100;;;;;;;;;;;;;;1;32;3;19/11/2023 08:37
326;251;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;10;0;2;36;6;19/11/2023 08:38
327;251;1;0;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;30;3;19/11/2023 08:38
328;252;;;;;;;;;;;;;;;0;0;0;0;1;1;0;;;;;10;0;3;18;6;19/11/2023 08:38
329;252;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;3;2;2;31;6;19/11/2023 08:38
330;252;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;10;2;36;6;19/11/2023 08:39
331;253;;;;;;;;;;;;;;;0;1;1;0;1;1;0;7;0;6;7;;;2;32;5;19/11/2023 08:41
332;253;;;;;;;;;;;;;;;1;0;1;0;0;1;0;;;;;2;2;2;31;6;19/11/2023 08:41
333;253;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;4;6;2;41;6;19/11/2023 08:41
334;253;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;41;6;19/11/2023 08:42
335;253;0;1;1;1;1;1;1;;;;1;1;0;40;;;;;;;;;;;;;;2;23;4;19/11/2023 08:42
336;253;;;;;;;;;;;;;;;0;0;0;1;1;0;0;7;4;5;6;;;2;31;5;19/11/2023 08:43
337;254;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;0;;;1;22;5;19/11/2023 08:44
338;254;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;10;0;1;64;6;19/11/2023 08:44
339;254;1;1;1;0;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;36;3;19/11/2023 08:45
340;254;0;1;1;1;1;1;1;0;0;;0;;;0;;;;;;;;;;;;;;1;52;3;19/11/2023 08:45
341;254;0;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;30;4;19/11/2023 08:45
342;254;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;40;4;19/11/2023 08:48
343;254;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;5;5;;;2;28;5;19/11/2023 08:50
344;254;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;9;3;1;35;6;19/11/2023 08:52
345;255;;;;;;;;;;;;;;;1;1;1;1;1;1;0;3;3;4;3;;;2;28;5;19/11/2023 08:52
346;255;0;0;1;0;1;0;0;1;1;1;;;;40;;;;;;;;;;;;;;2;34;3;19/11/2023 08:53
347;255;0;0;1;0;1;1;1;1;1;1;;;;100;;;;;;;;;;;;;;2;25;3;19/11/2023 08:53
348;255;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;38;6;19/11/2023 08:54
349;255;0;0;0;1;1;0;1;0;0;;1;;;40;;;;;;;;;;;;;;2;50;3;19/11/2023 08:54
350;255;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;36;4;19/11/2023 08:55
351;255;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;3;23;6;19/11/2023 08:55
352;256;1;1;0;1;0;1;1;1;1;1;;;;49;;;;;;;;;;;;;;1;21;3;19/11/2023 08:56
353;256;0;0;1;0;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;39;4;19/11/2023 08:56
354;256;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;5;1;44;6;19/11/2023 08:56
355;256;;;;;;;;;;;;;;;1;1;0;0;0;1;1;7;5;4;5;;;2;23;5;19/11/2023 08:57
356;256;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;2;6;0;;;2;23;5;19/11/2023 08:57
357;256;;;;;;;;;;;;;;;0;1;0;1;0;1;1;;;;;5;1;2;30;6;19/11/2023 08:58
358;256;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;3;3;1;26;6;19/11/2023 08:58
359;256;0;1;1;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;42;3;19/11/2023 08:58
360;257;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;5;5;1;31;6;19/11/2023 08:58
361;257;0;1;0;1;0;1;1;0;0;;1;;;50;;;;;;;;;;;;;;2;44;3;19/11/2023 09:00
362;257;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;8;0;2;51;6;19/11/2023 09:00
363;257;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;0;2;26;6;19/11/2023 09:01
364;257;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;23;4;19/11/2023 09:01
365;257;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;19/11/2023 09:01
366;258;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;;;;10;4;2;27;6;19/11/2023 09:01
367;258;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;1;36;6;19/11/2023 09:02
368;258;0;1;1;0;1;1;1;;;1;;1;1;80;;;;;;;;;;;;;;2;31;4;19/11/2023 09:02
369;258;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;10;5;2;23;6;19/11/2023 09:02
370;258;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;35;3;19/11/2023 09:02
371;258;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;4;0;1;34;6;19/11/2023 09:02
372;258;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;0;2;25;6;19/11/2023 09:03
373;258;0;0;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;25;3;19/11/2023 09:03
374;258;1;1;1;1;1;1;1;1;1;1;;;;45;;;;;;;;;;;;;;1;28;3;19/11/2023 09:03
375;259;;;;;;;;;;;;;;;1;0;1;0;1;1;1;4;2;2;2;;;2;38;5;19/11/2023 09:03
376;259;;;;;;;;;;;;;;;0;1;0;1;1;0;0;5;2;5;0;;;1;30;5;19/11/2023 09:03
377;259;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;;;3;4;2;31;6;19/11/2023 09:04
378;259;;;;;;;;;;;;;;;1;0;1;1;0;0;1;;;;;5;0;2;36;6;19/11/2023 09:05
379;259;0;0;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;19/11/2023 09:05
380;259;1;1;1;1;1;1;1;1;1;1;;;;100;;;;;;;;;;;;;;2;46;3;19/11/2023 09:05
381;259;;;;;;;;;;;;;;;0;0;1;1;1;0;0;1;1;2;1;;;2;31;5;19/11/2023 09:06
382;259;;;;;;;;;;;;;;;1;1;0;1;1;1;0;;;;;8;3;2;24;6;19/11/2023 09:06
383;260;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;19/11/2023 09:06
384;260;;;;;;;;;;;;;;;0;1;0;1;0;0;0;;;;;10;4;1;58;6;19/11/2023 09:07
385;260;1;1;1;0;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;26;4;19/11/2023 09:08
386;260;1;0;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;42;3;19/11/2023 09:08
387;260;;;;;;;;;;;;;;;0;1;0;1;1;0;1;10;0;10;1;;;2;27;5;19/11/2023 09:10
388;260;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;5;5;1;61;6;19/11/2023 09:10
389;260;1;0;0;0;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;31;4;19/11/2023 09:11
390;260;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;5;10;0;;;2;51;5;19/11/2023 09:11
391;261;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;0;2;43;6;19/11/2023 09:11
392;261;0;1;0;0;0;1;0;0;1;1;;;;100;;;;;;;;;;;;;;2;68;3;19/11/2023 09:11
393;261;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;4;0;2;36;6;19/11/2023 09:11
394;261;0;0;0;0;1;1;0;0;1;1;;;;10;;;;;;;;;;;;;;2;49;3;19/11/2023 09:12
395;261;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;5;;;2;34;5;19/11/2023 09:13
396;261;;;;;;;;;;;;;;;0;1;1;0;1;0;0;6;2;4;4;;;2;31;5;19/11/2023 09:13
397;261;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;35;4;19/11/2023 09:13
398;261;1;0;0;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;30;3;19/11/2023 09:15
399;261;;;;;;;;;;;;;;;0;0;0;0;1;1;1;;;;;8;0;2;48;6;19/11/2023 09:15
400;262;;;;;;;;;;;;;;;0;0;0;1;0;0;1;;;;;3;2;2;44;6;19/11/2023 09:17
401;262;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;2;43;6;19/11/2023 09:18
402;262;0;0;0;1;1;0;0;0;1;1;;;;50;;;;;;;;;;;;;;2;44;3;19/11/2023 09:19
403;262;;;;;;;;;;;;;;;0;1;0;1;0;0;0;4;4;4;2;;;2;25;5;19/11/2023 09:19
404;262;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;5;5;3;;;2;27;5;19/11/2023 09:19
405;262;0;1;0;1;0;1;1;1;0;;1;;;30;;;;;;;;;;;;;;2;26;3;19/11/2023 09:20
406;262;0;0;1;1;1;1;1;1;1;0;;;;17;;;;;;;;;;;;;;2;30;3;19/11/2023 09:21
407;262;1;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;22;3;19/11/2023 09:22
408;263;1;1;1;0;1;1;1;;;;1;0;0;49;;;;;;;;;;;;;;1;39;4;19/11/2023 09:23
409;263;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;0;2;29;6;19/11/2023 09:23
410;263;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;0;5;0;;;2;25;5;19/11/2023 09:23
411;263;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;1;1;2;24;6;19/11/2023 09:23
412;264;;;;;;;;;;;;;;;0;0;1;1;1;0;0;10;4;10;4;;;2;65;5;19/11/2023 09:23
413;264;0;1;0;0;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;2;41;4;19/11/2023 09:24
414;264;1;1;1;0;0;1;1;;;1;;1;1;25;;;;;;;;;;;;;;1;39;4;19/11/2023 09:24
415;264;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;0;5;0;;;2;34;5;19/11/2023 09:25
416;264;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;2;38;6;19/11/2023 09:25
417;264;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;2;2;2;52;6;19/11/2023 09:26
418;264;1;1;1;0;1;1;1;;;0;;1;1;31;;;;;;;;;;;;;;1;58;4;19/11/2023 09:26
419;264;1;1;1;0;0;0;1;0;1;1;;;;100;;;;;;;;;;;;;;2;36;3;19/11/2023 09:26
420;264;1;0;1;0;1;1;1;1;1;1;;;;75;;;;;;;;;;;;;;2;37;3;19/11/2023 09:26
421;265;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;10;10;2;27;6;19/11/2023 09:27
422;265;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;3;35;3;19/11/2023 09:28
423;265;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;1;30;6;19/11/2023 09:28
424;265;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;4;0;;;2;19;5;19/11/2023 09:29
425;265;0;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;30;3;19/11/2023 09:30
426;266;1;1;1;0;0;0;1;;;;1;1;0;10;;;;;;;;;;;;;;2;32;4;19/11/2023 09:31
427;266;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;1;8;5;;;2;22;5;19/11/2023 09:33
428;266;0;0;0;0;1;0;1;;;0;;0;1;55;;;;;;;;;;;;;;2;47;4;19/11/2023 09:33
429;266;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;5;4;24;6;19/11/2023 09:34
430;266;;;;;;;;;;;;;;;0;1;1;0;1;1;0;10;10;10;10;;;2;55;5;19/11/2023 09:34
431;266;;;;;;;;;;;;;;;0;1;0;0;1;1;1;;;;;8;8;2;41;6;19/11/2023 09:35
432;266;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;39;3;19/11/2023 09:35
433;266;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;33;3;19/11/2023 09:35
434;267;1;0;0;1;1;1;0;1;1;0;;;;30;;;;;;;;;;;;;;2;32;3;19/11/2023 09:37
435;267;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;72;3;19/11/2023 09:37
436;267;1;1;1;0;1;0;1;;;1;;0;1;100;;;;;;;;;;;;;;2;26;4;19/11/2023 09:38
437;267;1;1;1;0;1;1;1;;;1;;1;1;10;;;;;;;;;;;;;;1;33;4;19/11/2023 09:39
438;267;;;;;;;;;;;;;;;0;0;1;1;1;1;1;8;0;8;0;;;2;24;5;19/11/2023 09:39
439;267;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;10;;;1;25;5;19/11/2023 09:40
440;267;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;24;3;19/11/2023 09:41
441;267;1;1;1;1;1;1;1;0;1;1;;;;40;;;;;;;;;;;;;;2;39;3;19/11/2023 09:41
442;267;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;47;3;19/11/2023 09:41
443;267;0;1;1;1;1;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;32;3;19/11/2023 09:42
444;268;0;1;1;0;1;0;1;;;;0;1;0;16;;;;;;;;;;;;;;2;31;4;19/11/2023 09:42
445;268;0;0;0;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;27;4;19/11/2023 09:43
446;268;0;0;1;1;1;1;1;1;1;0;;;;30;;;;;;;;;;;;;;2;24;3;19/11/2023 09:43
447;268;;;;;;;;;;;;;;;1;0;1;0;1;0;1;2;0;2;0;;;2;32;5;19/11/2023 09:43
448;268;1;0;1;1;1;1;1;1;1;1;;;;33;;;;;;;;;;;;;;1;38;3;19/11/2023 09:44
449;268;;;;;;;;;;;;;;;1;1;0;1;0;1;1;;;;;2;0;1;26;6;19/11/2023 09:44
450;269;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;2;2;2;29;6;19/11/2023 09:45
451;269;1;1;1;1;1;1;1;;;1;;1;1;29;;;;;;;;;;;;;;2;51;4;19/11/2023 09:45
452;269;1;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;48;3;19/11/2023 09:45
453;269;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;23;4;19/11/2023 09:45
454;269;0;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;49;4;19/11/2023 09:46
455;269;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;2;47;6;19/11/2023 09:47
456;269;;;;;;;;;;;;;;;1;1;1;1;0;1;0;10;0;10;0;;;1;60;5;19/11/2023 09:47
457;269;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;2;2;53;6;19/11/2023 09:48
458;270;;;;;;;;;;;;;;;1;1;1;1;1;1;0;8;8;8;8;;;2;52;5;19/11/2023 09:48
459;270;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;1;1;20;6;19/11/2023 09:48
460;270;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;6;2;2;45;6;19/11/2023 09:48
461;271;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;39;6;19/11/2023 09:49
462;271;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;10;10;2;33;6;19/11/2023 09:49
463;271;1;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;35;3;19/11/2023 09:50
464;271;0;1;0;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;22;3;19/11/2023 09:50
465;271;1;1;1;1;1;1;0;;;1;;0;1;50;;;;;;;;;;;;;;2;42;4;19/11/2023 09:52
466;271;0;0;0;0;1;1;1;0;1;1;;;;3;;;;;;;;;;;;;;1;30;3;19/11/2023 09:53
467;271;0;1;0;0;1;0;1;1;1;1;;;;100;;;;;;;;;;;;;;1;63;3;19/11/2023 09:53
468;271;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;5;2;29;6;19/11/2023 09:54
